ensembl_transcript_id	ensembl_gene_id	cds_length	gene_biotype	external_gene_name	ensembl_peptide_id_version
ENSMUST00000120405	ENSMUSG00000001520	813	protein_coding	Nrip2	ENSMUSP00000113317.1
ENSMUST00000001562	ENSMUSG00000001521	1383	protein_coding	Tulp3	ENSMUSP00000001562.6
ENSMUST00000001565	ENSMUSG00000001524	1392	protein_coding	Gtf2h4	ENSMUSP00000001565.8
ENSMUST00000001566	ENSMUSG00000001525	1335	protein_coding	Tubb5	ENSMUSP00000001566.8
ENSMUST00000001583	ENSMUSG00000001542	1920	protein_coding	Ell2	ENSMUSP00000001583.6
ENSMUST00000001592	ENSMUSG00000001552	2238	protein_coding	Jup	ENSMUSP00000001592.8
ENSMUST00000001595	ENSMUSG00000001555	1746	protein_coding	Fkbp10	ENSMUSP00000001595.3
ENSMUST00000001599	ENSMUSG00000001558	1827	protein_coding	Klhl10	ENSMUSP00000001599.3
ENSMUST00000165512	ENSMUSG00000001566	1215	protein_coding	Mnx1	ENSMUSP00000129503.2
ENSMUST00000001611	ENSMUSG00000001569	2565	protein_coding	Nom1	ENSMUSP00000001611.9
ENSMUST00000167662	ENSMUSG00000001576	873	protein_coding	Ergic1	ENSMUSP00000132922.1
ENSMUST00000108628	ENSMUSG00000001583	2016	protein_coding	Tnk1	ENSMUSP00000104268.1
ENSMUST00000001631	ENSMUSG00000001588	2223	protein_coding	Acap1	ENSMUSP00000001631.6
ENSMUST00000102533	ENSMUSG00000001604	1044	protein_coding	Tcea3	ENSMUSP00000099592.4
ENSMUST00000001667	ENSMUSG00000001622	546	protein_coding	Csn3	ENSMUSP00000001667.6
ENSMUST00000001672	ENSMUSG00000001627	1350	protein_coding	Ifrd1	ENSMUSP00000001672.5
ENSMUST00000111644	ENSMUSG00000001630	1416	protein_coding	Stk38l	ENSMUSP00000107271.1
ENSMUST00000203577	ENSMUSG00000001632	3759	protein_coding	Brpf1	ENSMUSP00000144820.1
ENSMUST00000102980	ENSMUSG00000001642	951	protein_coding	Akr1b3	ENSMUSP00000100045.4
ENSMUST00000001700	ENSMUSG00000001655	987	protein_coding	Hoxc13	ENSMUSP00000001700.6
ENSMUST00000001701	ENSMUSG00000001656	915	protein_coding	Hoxc11	ENSMUSP00000001701.3
ENSMUST00000001703	ENSMUSG00000001657	729	protein_coding	Hoxc8	ENSMUSP00000001703.6
ENSMUST00000001711	ENSMUSG00000001661	708	protein_coding	Hoxc6	ENSMUSP00000001711.4
ENSMUST00000001713	ENSMUSG00000001663	723	protein_coding	Gstt1	ENSMUSP00000001713.3
ENSMUST00000001715	ENSMUSG00000001665	726	protein_coding	Gstt3	ENSMUSP00000001715.3
ENSMUST00000001716	ENSMUSG00000001666	357	protein_coding	Ddt	ENSMUSP00000001716.7
ENSMUST00000001720	ENSMUSG00000001670	1365	protein_coding	Tat	ENSMUSP00000001720.7
ENSMUST00000001722	ENSMUSG00000001672	1158	protein_coding	Marveld3	ENSMUSP00000001722.7
ENSMUST00000001724	ENSMUSG00000001674	1983	protein_coding	Ddx18	ENSMUSP00000001724.5
ENSMUST00000079324	ENSMUSG00000001687	354	protein_coding	Ubl3	ENSMUSP00000078303.7
ENSMUST00000070166	ENSMUSG00000001700	1299	protein_coding	Gramd3	ENSMUSP00000068453.5
ENSMUST00000001757	ENSMUSG00000001707	525	protein_coding	Eef1e1	ENSMUSP00000001757.7
ENSMUST00000001780	ENSMUSG00000001729	1443	protein_coding	Akt1	ENSMUSP00000001780.3
ENSMUST00000111093	ENSMUSG00000001739	684	protein_coding	Cldn15	ENSMUSP00000106722.1
ENSMUST00000001792	ENSMUSG00000001741	3969	protein_coding	Il16	ENSMUSP00000001792.4
ENSMUST00000145791	ENSMUSG00000001750	2505	protein_coding	Tcirg1	ENSMUSP00000122474.1
ENSMUST00000001802	ENSMUSG00000001751	2220	protein_coding	Naglu	ENSMUSP00000001802.9
ENSMUST00000001806	ENSMUSG00000001755	1692	protein_coding	Coasy	ENSMUSP00000001806.3
ENSMUST00000001812	ENSMUSG00000001761	2382	protein_coding	Smo	ENSMUSP00000001812.4
ENSMUST00000046750	ENSMUSG00000001763	852	protein_coding	Tspan33	ENSMUSP00000045282.7
ENSMUST00000001818	ENSMUSG00000001767	2073	protein_coding	Crnkl1	ENSMUSP00000001818.4
ENSMUST00000110005	ENSMUSG00000001768	2712	protein_coding	Rin2	ENSMUSP00000105632.1
ENSMUST00000001824	ENSMUSG00000001773	2259	protein_coding	Folh1	ENSMUSP00000001824.5
ENSMUST00000001825	ENSMUSG00000001774	996	protein_coding	Chordc1	ENSMUSP00000001825.7
ENSMUST00000001834	ENSMUSG00000001783	1518	protein_coding	Rtcb	ENSMUSP00000001834.3
ENSMUST00000001836	ENSMUSG00000001785	1506	protein_coding	Pwp1	ENSMUSP00000001836.2
ENSMUST00000130320	ENSMUSG00000001786	1572	protein_coding	Fbxo7	ENSMUSP00000120840.1
ENSMUST00000001845	ENSMUSG00000001794	807	protein_coding	Capns1	ENSMUSP00000001845.5
ENSMUST00000122409	ENSMUSG00000001802	2373	protein_coding	Lrp3	ENSMUSP00000114026.1
ENSMUST00000019426	ENSMUSG00000001804	3126	protein_coding	Dsg4	ENSMUSP00000019426.4
ENSMUST00000173623	ENSMUSG00000001815	1428	protein_coding	Evx2	ENSMUSP00000134131.1
ENSMUST00000001872	ENSMUSG00000001819	1020	protein_coding	Hoxd13	ENSMUSP00000001872.4
ENSMUST00000001878	ENSMUSG00000001823	807	protein_coding	Hoxd12	ENSMUSP00000001878.4
ENSMUST00000106981	ENSMUSG00000001827	768	protein_coding	Folr1	ENSMUSP00000102594.1
ENSMUST00000106998	ENSMUSG00000001829	2124	protein_coding	Clpb	ENSMUSP00000102611.1
ENSMUST00000165594	ENSMUSG00000001833	1314	protein_coding	Sept7	ENSMUSP00000127641.2
ENSMUST00000001900	ENSMUSG00000001844	1032	protein_coding	Zdhhc4	ENSMUSP00000001900.2
ENSMUST00000100489	ENSMUSG00000001847	636	protein_coding	Rac1	ENSMUSP00000098058.3
ENSMUST00000065398	ENSMUSG00000001855	6258	protein_coding	Nup214	ENSMUSP00000066492.6
ENSMUST00000001920	ENSMUSG00000001864	453	protein_coding	Aif1l	ENSMUSP00000001920.7
ENSMUST00000001921	ENSMUSG00000001865	1254	protein_coding	Cpa3	ENSMUSP00000001921.1
ENSMUST00000234490	ENSMUSG00000001870	5142	protein_coding	Ltbp1	ENSMUSP00000157016.1
ENSMUST00000102875	ENSMUSG00000001891	1527	protein_coding	Ugp2	ENSMUSP00000099939.4
ENSMUST00000001965	ENSMUSG00000001901	2853	protein_coding	Kcnh6	ENSMUSP00000001965.7
ENSMUST00000001974	ENSMUSG00000001909	1992	protein_coding	Trmt1	ENSMUSP00000001974.4
ENSMUST00000001975	ENSMUSG00000001910	1545	protein_coding	Nacc1	ENSMUSP00000001975.4
ENSMUST00000109764	ENSMUSG00000001911	1485	protein_coding	Nfix	ENSMUSP00000105386.1
ENSMUST00000108496	ENSMUSG00000001918	1668	protein_coding	Slc1a5	ENSMUSP00000104136.2
ENSMUST00000089217	ENSMUSG00000001924	3177	protein_coding	Uba1	ENSMUSP00000086626.4
ENSMUST00000112254	ENSMUSG00000001930	8442	protein_coding	Vwf	ENSMUSP00000107873.2
ENSMUST00000215474	ENSMUSG00000001942	1626	protein_coding	Siae	ENSMUSP00000149505.1
ENSMUST00000002008	ENSMUSG00000001943	987	protein_coding	Vsig2	ENSMUSP00000002008.5
ENSMUST00000002011	ENSMUSG00000001946	1185	protein_coding	Esam	ENSMUSP00000002011.7
ENSMUST00000002013	ENSMUSG00000001948	450	protein_coding	Spa17	ENSMUSP00000002013.9
ENSMUST00000114160	ENSMUSG00000001962	1020	protein_coding	Fam50a	ENSMUSP00000109797.1
ENSMUST00000002029	ENSMUSG00000001964	780	protein_coding	Emd	ENSMUSP00000002029.6
ENSMUST00000002048	ENSMUSG00000001983	885	protein_coding	Taco1	ENSMUSP00000002048.7
ENSMUST00000030676	ENSMUSG00000001985	2760	protein_coding	Grik3	ENSMUSP00000030676.7
ENSMUST00000115103	ENSMUSG00000001986	2667	protein_coding	Gria3	ENSMUSP00000110755.2
ENSMUST00000210748	ENSMUSG00000001988	1785	protein_coding	Npas1	ENSMUSP00000147412.1
ENSMUST00000212987	ENSMUSG00000001995	5169	protein_coding	Sipa1l2	ENSMUSP00000148536.1
ENSMUST00000002063	ENSMUSG00000001998	3369	protein_coding	Ap4e1	ENSMUSP00000002063.8
ENSMUST00000002064	ENSMUSG00000001999	888	protein_coding	Blvra	ENSMUSP00000002064.8
ENSMUST00000002080	ENSMUSG00000002006	2319	protein_coding	Pdzd4	ENSMUSP00000002080.5
ENSMUST00000002081	ENSMUSG00000002007	1698	protein_coding	Srpk3	ENSMUSP00000002081.5
ENSMUST00000052761	ENSMUSG00000002010	1182	protein_coding	Idh3g	ENSMUSP00000056502.8
ENSMUST00000114473	ENSMUSG00000002012	1032	protein_coding	Pnck	ENSMUSP00000110117.1
ENSMUST00000166518	ENSMUSG00000002014	522	protein_coding	Ssr4	ENSMUSP00000131386.1
ENSMUST00000002091	ENSMUSG00000002015	738	protein_coding	Bcap31	ENSMUSP00000002091.5
ENSMUST00000112507	ENSMUSG00000002017	1548	protein_coding	Fam98a	ENSMUSP00000108126.3
ENSMUST00000002073	ENSMUSG00000002020	5430	protein_coding	Ltbp2	ENSMUSP00000002073.6
ENSMUST00000114689	ENSMUSG00000002028	11901	protein_coding	Kmt2a	ENSMUSP00000110337.1
ENSMUST00000002099	ENSMUSG00000002031	906	protein_coding	Ift46	ENSMUSP00000002099.3
ENSMUST00000002100	ENSMUSG00000002032	1098	protein_coding	Tmem25	ENSMUSP00000002100.7
ENSMUST00000002101	ENSMUSG00000002033	549	protein_coding	Cd3g	ENSMUSP00000002101.5
ENSMUST00000108455	ENSMUSG00000002043	552	protein_coding	Trappc6a	ENSMUSP00000104095.1
ENSMUST00000002121	ENSMUSG00000002052	5181	protein_coding	Supt6	ENSMUSP00000002121.4
ENSMUST00000045026	ENSMUSG00000002055	3498	protein_coding	Spag5	ENSMUSP00000045286.3
ENSMUST00000108294	ENSMUSG00000002057	1947	protein_coding	Foxn1	ENSMUSP00000103929.1
ENSMUST00000108295	ENSMUSG00000002058	789	protein_coding	Unc119	ENSMUSP00000103930.1
ENSMUST00000150941	ENSMUSG00000002059	795	protein_coding	Rab34	ENSMUSP00000123033.1
ENSMUST00000002133	ENSMUSG00000002064	660	protein_coding	Sdf2	ENSMUSP00000002133.8
ENSMUST00000108023	ENSMUSG00000002068	1227	protein_coding	Ccne1	ENSMUSP00000103658.3
ENSMUST00000002145	ENSMUSG00000002076	1017	protein_coding	Hsf2bp	ENSMUSP00000002145.5
ENSMUST00000002152	ENSMUSG00000002083	582	protein_coding	Bbc3	ENSMUSP00000002152.6
ENSMUST00000169776	ENSMUSG00000002100	3837	protein_coding	Mybpc3	ENSMUSP00000127070.1
ENSMUST00000002171	ENSMUSG00000002102	1356	protein_coding	Psmc3	ENSMUSP00000002171.7
ENSMUST00000002172	ENSMUSG00000002103	1272	protein_coding	Acp2	ENSMUSP00000002172.7
ENSMUST00000050323	ENSMUSG00000002104	1239	protein_coding	Rapsn	ENSMUSP00000054150.5
ENSMUST00000111436	ENSMUSG00000002105	1125	protein_coding	Slc39a13	ENSMUSP00000107063.2
ENSMUST00000114934	ENSMUSG00000002107	1581	protein_coding	Celf2	ENSMUSP00000110584.3
ENSMUST00000111356	ENSMUSG00000002108	1338	protein_coding	Nr1h3	ENSMUSP00000106988.1
ENSMUST00000028696	ENSMUSG00000002109	1299	protein_coding	Ddb2	ENSMUSP00000028696.4
ENSMUST00000002180	ENSMUSG00000002111	819	protein_coding	Spi1	ENSMUSP00000002180.7
ENSMUST00000002198	ENSMUSG00000002129	2376	protein_coding	Sf3a1	ENSMUSP00000002198.3
ENSMUST00000092074	ENSMUSG00000002147	2514	protein_coding	Stat6	ENSMUSP00000089708.5
ENSMUST00000002259	ENSMUSG00000002190	1836	protein_coding	Clgn	ENSMUSP00000002259.6
ENSMUST00000002274	ENSMUSG00000002204	1260	protein_coding	Napsa	ENSMUSP00000002274.8
ENSMUST00000002275	ENSMUSG00000002205	1362	protein_coding	Vrk3	ENSMUSP00000002275.8
ENSMUST00000002280	ENSMUSG00000002210	1563	protein_coding	Smg9	ENSMUSP00000002280.4
ENSMUST00000002291	ENSMUSG00000002221	3171	protein_coding	Paxip1	ENSMUSP00000002291.7
ENSMUST00000002292	ENSMUSG00000002222	1176	protein_coding	Rmnd5a	ENSMUSP00000002292.8
ENSMUST00000106775	ENSMUSG00000002227	3234	protein_coding	Mov10	ENSMUSP00000102387.2
ENSMUST00000002298	ENSMUSG00000002228	1524	protein_coding	Ppm1j	ENSMUSP00000002298.6
ENSMUST00000196817	ENSMUSG00000002233	582	protein_coding	Rhoc	ENSMUSP00000142697.1
ENSMUST00000101056	ENSMUSG00000002240	1059	protein_coding	Prr27	ENSMUSP00000098617.1
ENSMUST00000114799	ENSMUSG00000002249	1398	protein_coding	Tead3	ENSMUSP00000110447.1
ENSMUST00000002320	ENSMUSG00000002250	1323	protein_coding	Ppard	ENSMUSP00000002320.8
ENSMUST00000002327	ENSMUSG00000002257	1893	protein_coding	Def6	ENSMUSP00000002327.5
ENSMUST00000051209	ENSMUSG00000002265	4716	protein_coding	Peg3	ENSMUSP00000050750.4
ENSMUST00000002336	ENSMUSG00000002266	1740	protein_coding	Zim1	ENSMUSP00000002336.8
ENSMUST00000165838	ENSMUSG00000002274	876	protein_coding	Metrn	ENSMUSP00000127275.1
ENSMUST00000116641	ENSMUSG00000002279	1725	protein_coding	Lmf1	ENSMUSP00000112340.2
ENSMUST00000134108	ENSMUSG00000002280	1479	protein_coding	Narfl	ENSMUSP00000117136.1
ENSMUST00000002360	ENSMUSG00000002289	1233	protein_coding	Angptl4	ENSMUSP00000002360.9
ENSMUST00000171808	ENSMUSG00000002297	1992	protein_coding	Dbf4	ENSMUSP00000132906.1
ENSMUST00000079421	ENSMUSG00000002307	2223	protein_coding	Daxx	ENSMUSP00000078390.7
ENSMUST00000002379	ENSMUSG00000002308	783	protein_coding	Cd320	ENSMUSP00000002379.8
ENSMUST00000047131	ENSMUSG00000002319	3249	protein_coding	Ipo4	ENSMUSP00000036555.9
ENSMUST00000120041	ENSMUSG00000002320	1821	protein_coding	Tm9sf1	ENSMUSP00000112893.1
ENSMUST00000002395	ENSMUSG00000002324	1776	protein_coding	Rec8	ENSMUSP00000002395.7
ENSMUST00000134863	ENSMUSG00000002325	1398	protein_coding	Irf9	ENSMUSP00000120525.1
ENSMUST00000002397	ENSMUSG00000002326	1047	protein_coding	Gmpr2	ENSMUSP00000002397.5
ENSMUST00000002400	ENSMUSG00000002329	495	protein_coding	Mdp1	ENSMUSP00000002400.6
ENSMUST00000002403	ENSMUSG00000002332	942	protein_coding	Dhrs1	ENSMUSP00000002403.8
ENSMUST00000002412	ENSMUSG00000002341	3807	protein_coding	Ncan	ENSMUSP00000002412.8
ENSMUST00000002413	ENSMUSG00000002342	1443	protein_coding	Tmem161a	ENSMUSP00000002413.8
ENSMUST00000019679	ENSMUSG00000002343	1407	protein_coding	Armc6	ENSMUSP00000019679.5
ENSMUST00000002418	ENSMUSG00000002345	363	protein_coding	Borcs8	ENSMUSP00000002418.8
ENSMUST00000110127	ENSMUSG00000002346	957	protein_coding	Slc25a42	ENSMUSP00000105754.1
ENSMUST00000002436	ENSMUSG00000002365	1788	protein_coding	Snx9	ENSMUSP00000002436.9
ENSMUST00000233319	ENSMUSG00000002372	1677	protein_coding	Ranbp3	ENSMUSP00000156588.1
ENSMUST00000002452	ENSMUSG00000002379	432	protein_coding	Ndufa11	ENSMUSP00000002452.6
ENSMUST00000002457	ENSMUSG00000002384	1200	protein_coding	Bmp8b	ENSMUSP00000002457.1
ENSMUST00000002466	ENSMUSG00000002393	1173	protein_coding	Nr2f6	ENSMUSP00000002466.8
ENSMUST00000110053	ENSMUSG00000002395	855	protein_coding	Use1	ENSMUSP00000105680.2
ENSMUST00000002469	ENSMUSG00000002396	660	protein_coding	Ocel1	ENSMUSP00000002469.8
ENSMUST00000172467	ENSMUSG00000002409	2070	protein_coding	Dyrk1b	ENSMUSP00000133431.2
ENSMUST00000002487	ENSMUSG00000002413	2415	protein_coding	Braf	ENSMUSP00000002487.8
ENSMUST00000135671	ENSMUSG00000002416	318	protein_coding	Ndufb2	ENSMUSP00000118918.1
ENSMUST00000002502	ENSMUSG00000002428	3012	protein_coding	Hltf	ENSMUSP00000002502.5
ENSMUST00000136481	ENSMUSG00000002455	2826	protein_coding	Prpf6	ENSMUSP00000121340.1
ENSMUST00000108778	ENSMUSG00000002458	732	protein_coding	Rgs19	ENSMUSP00000104408.1
ENSMUST00000118000	ENSMUSG00000002459	1119	protein_coding	Rgs20	ENSMUSP00000113398.1
ENSMUST00000117828	ENSMUSG00000002475	1236	protein_coding	Abhd3	ENSMUSP00000113137.2
ENSMUST00000002551	ENSMUSG00000002477	360	protein_coding	Snrpd1	ENSMUSP00000002551.3
ENSMUST00000094441	ENSMUSG00000002486	1494	protein_coding	Tchp	ENSMUSP00000092009.4
ENSMUST00000163370	ENSMUSG00000002489	4776	protein_coding	Tiam1	ENSMUSP00000132137.1
ENSMUST00000227745	ENSMUSG00000002496	5427	protein_coding	Tsc2	ENSMUSP00000154338.1
ENSMUST00000170239	ENSMUSG00000002500	1224	protein_coding	Rpl3l	ENSMUSP00000129325.1
ENSMUST00000002572	ENSMUSG00000002504	1014	protein_coding	Slc9a3r2	ENSMUSP00000002572.4
ENSMUST00000100527	ENSMUSG00000002524	1695	protein_coding	Puf60	ENSMUSP00000098096.4
ENSMUST00000100194	ENSMUSG00000002546	3081	protein_coding	Golga2	ENSMUSP00000097768.2
ENSMUST00000002625	ENSMUSG00000002550	852	protein_coding	Uck1	ENSMUSP00000002625.8
ENSMUST00000002640	ENSMUSG00000002565	2148	protein_coding	Scin	ENSMUSP00000002640.5
ENSMUST00000221150	ENSMUSG00000002578	2061	protein_coding	Ikzf4	ENSMUSP00000152617.1
ENSMUST00000002655	ENSMUSG00000002580	348	protein_coding	Mien1	ENSMUSP00000002655.7
ENSMUST00000002663	ENSMUSG00000002588	1068	protein_coding	Pon1	ENSMUSP00000002663.5
ENSMUST00000002677	ENSMUSG00000002602	2667	protein_coding	Axl	ENSMUSP00000002677.4
ENSMUST00000002678	ENSMUSG00000002603	1173	protein_coding	Tgfb1	ENSMUSP00000002678.9
ENSMUST00000002683	ENSMUSG00000002608	1023	protein_coding	Ccdc97	ENSMUSP00000002683.2
ENSMUST00000037057	ENSMUSG00000002617	2391	protein_coding	Zfp40	ENSMUSP00000039794.7
ENSMUST00000050214	ENSMUSG00000002625	1926	protein_coding	Akap8l	ENSMUSP00000051389.7
ENSMUST00000002708	ENSMUSG00000002633	1314	protein_coding	Shh	ENSMUSP00000002708.3
ENSMUST00000002710	ENSMUSG00000002635	1095	protein_coding	Pdcd2l	ENSMUSP00000002710.3
ENSMUST00000002733	ENSMUSG00000002658	1527	protein_coding	Gtf2f1	ENSMUSP00000002733.6
ENSMUST00000002735	ENSMUSG00000002660	819	protein_coding	Clpp	ENSMUSP00000002735.7
ENSMUST00000002737	ENSMUSG00000002661	666	protein_coding	Alkbh7	ENSMUSP00000002737.6
ENSMUST00000002740	ENSMUSG00000002664	471	protein_coding	Pspn	ENSMUSP00000002740.2
ENSMUST00000011623	ENSMUSG00000002668	2361	protein_coding	Dennd1c	ENSMUSP00000011623.7
ENSMUST00000161211	ENSMUSG00000002679	741	protein_coding	Med6	ENSMUSP00000125156.1
ENSMUST00000002765	ENSMUSG00000002688	2757	protein_coding	Prkd1	ENSMUSP00000002765.7
ENSMUST00000052413	ENSMUSG00000002699	1602	protein_coding	Lcp2	ENSMUSP00000056621.5
ENSMUST00000002790	ENSMUSG00000002718	2916	protein_coding	Cse1l	ENSMUSP00000002790.7
ENSMUST00000002805	ENSMUSG00000002728	567	protein_coding	Naa20	ENSMUSP00000002805.7
ENSMUST00000002808	ENSMUSG00000002731	942	protein_coding	Prkra	ENSMUSP00000002808.6
ENSMUST00000002809	ENSMUSG00000002732	657	protein_coding	Fkbp7	ENSMUSP00000002809.7
ENSMUST00000111920	ENSMUSG00000002733	894	protein_coding	Plekha3	ENSMUSP00000107551.1
ENSMUST00000002818	ENSMUSG00000002741	597	protein_coding	Ykt6	ENSMUSP00000002818.8
ENSMUST00000002825	ENSMUSG00000002748	4440	protein_coding	Baz1b	ENSMUSP00000002825.5
ENSMUST00000002840	ENSMUSG00000002763	2946	protein_coding	Pex6	ENSMUSP00000002840.8
ENSMUST00000002844	ENSMUSG00000002767	921	protein_coding	Mrpl2	ENSMUSP00000002844.7
ENSMUST00000232732	ENSMUSG00000002768	525	protein_coding	Mea1	ENSMUSP00000156392.1
ENSMUST00000002846	ENSMUSG00000002769	882	protein_coding	Gnmt	ENSMUSP00000002846.8
ENSMUST00000002848	ENSMUSG00000002771	3972	protein_coding	Grin2d	ENSMUSP00000002848.7
ENSMUST00000002855	ENSMUSG00000002778	639	protein_coding	Kdelr1	ENSMUSP00000002855.5
ENSMUST00000069772	ENSMUSG00000002781	1377	protein_coding	Tmem143	ENSMUSP00000070405.7
ENSMUST00000131475	ENSMUSG00000002797	567	protein_coding	Ggct	ENSMUSP00000120154.1
ENSMUST00000075827	ENSMUSG00000002799	3744	protein_coding	Jag2	ENSMUSP00000075224.3
ENSMUST00000002880	ENSMUSG00000002803	1620	protein_coding	Btbd6	ENSMUSP00000002880.6
ENSMUST00000221397	ENSMUSG00000002804	669	protein_coding	Nudt14	ENSMUSP00000152599.1
ENSMUST00000002885	ENSMUSG00000002808	675	protein_coding	Epdr1	ENSMUSP00000002885.6
ENSMUST00000002889	ENSMUSG00000002812	3816	protein_coding	Flii	ENSMUSP00000002889.4
ENSMUST00000002891	ENSMUSG00000002814	3012	protein_coding	Top3a	ENSMUSP00000002891.4
ENSMUST00000065005	ENSMUSG00000002820	1425	protein_coding	Atg4d	ENSMUSP00000068450.3
ENSMUST00000002902	ENSMUSG00000002825	1212	protein_coding	Qtrt1	ENSMUSP00000002902.6
ENSMUST00000190703	ENSMUSG00000002831	4212	protein_coding	Plin4	ENSMUSP00000139859.1
ENSMUST00000225843	ENSMUSG00000002833	2037	protein_coding	Hdgfl2	ENSMUSP00000153249.1
ENSMUST00000002914	ENSMUSG00000002835	2736	protein_coding	Chaf1a	ENSMUSP00000002914.8
ENSMUST00000002923	ENSMUSG00000002844	1089	protein_coding	Adprh	ENSMUSP00000002923.8
ENSMUST00000163884	ENSMUSG00000002845	1461	protein_coding	Tmem39a	ENSMUSP00000132515.1
ENSMUST00000002925	ENSMUSG00000002846	858	protein_coding	Timmdc1	ENSMUSP00000002925.5
ENSMUST00000002926	ENSMUSG00000002847	1371	protein_coding	Pla1a	ENSMUSP00000002926.6
ENSMUST00000058011	ENSMUSG00000002870	2715	protein_coding	Mcm2	ENSMUSP00000061923.6
ENSMUST00000055022	ENSMUSG00000002871	1110	protein_coding	Tpra1	ENSMUSP00000063042.8
ENSMUST00000069792	ENSMUSG00000002881	1461	protein_coding	Nab1	ENSMUSP00000066696.7
ENSMUST00000075843	ENSMUSG00000002885	2457	protein_coding	Adgre5	ENSMUSP00000075240.6
ENSMUST00000002976	ENSMUSG00000002897	2595	protein_coding	Il17ra	ENSMUSP00000002976.3
ENSMUST00000002979	ENSMUSG00000002900	5505	protein_coding	Lamb1	ENSMUSP00000002979.8
ENSMUST00000212086	ENSMUSG00000002908	1746	protein_coding	Kcnn1	ENSMUSP00000148615.1
ENSMUST00000002989	ENSMUSG00000002910	1224	protein_coding	Arrdc2	ENSMUSP00000002989.9
ENSMUST00000052827	ENSMUSG00000002930	480	protein_coding	Ppp1r17	ENSMUSP00000059708.4
ENSMUST00000082367	ENSMUSG00000002944	1419	protein_coding	Cd36	ENSMUSP00000080974.6
ENSMUST00000003027	ENSMUSG00000002948	1407	protein_coding	Map2k7	ENSMUSP00000003027.7
ENSMUST00000003029	ENSMUSG00000002949	1359	protein_coding	Timm44	ENSMUSP00000003029.7
ENSMUST00000003038	ENSMUSG00000002957	2817	protein_coding	Ap2a2	ENSMUSP00000003038.8
ENSMUST00000107876	ENSMUSG00000002963	1569	protein_coding	Pnkp	ENSMUSP00000103508.1
ENSMUST00000208253	ENSMUSG00000002968	2406	protein_coding	Med25	ENSMUSP00000146405.1
ENSMUST00000003061	ENSMUSG00000002980	1869	protein_coding	Bcam	ENSMUSP00000003061.7
ENSMUST00000055242	ENSMUSG00000002981	1995	protein_coding	Clptm1	ENSMUSP00000051293.9
ENSMUST00000094762	ENSMUSG00000002983	1677	protein_coding	Relb	ENSMUSP00000092355.3
ENSMUST00000093552	ENSMUSG00000002984	1086	protein_coding	Tomm40	ENSMUSP00000104090.4
ENSMUST00000174064	ENSMUSG00000002985	936	protein_coding	Apoe	ENSMUSP00000133302.1
ENSMUST00000142352	ENSMUSG00000002992	294	protein_coding	Apoc2	ENSMUSP00000115173.1
ENSMUST00000172314	ENSMUSG00000002996	1581	protein_coding	Hbp1	ENSMUSP00000131158.2
ENSMUST00000003079	ENSMUSG00000002997	1251	protein_coding	Prkar2b	ENSMUSP00000003079.5
ENSMUST00000067327	ENSMUSG00000003031	594	protein_coding	Cdkn1b	ENSMUSP00000065832.4
ENSMUST00000107619	ENSMUSG00000003032	1452	protein_coding	Klf4	ENSMUSP00000103245.2
ENSMUST00000003117	ENSMUSG00000003033	1272	protein_coding	Ap1m1	ENSMUSP00000003117.8
ENSMUST00000003121	ENSMUSG00000003037	624	protein_coding	Rab8a	ENSMUSP00000003121.8
ENSMUST00000123234	ENSMUSG00000003038	338	protein_coding	Hmgn2	ENSMUSP00000120795.1
ENSMUST00000003123	ENSMUSG00000003039	339	protein_coding	Fam32a	ENSMUSP00000003123.8
ENSMUST00000003135	ENSMUSG00000003051	1176	protein_coding	Elf3	ENSMUSP00000003135.7
ENSMUST00000003137	ENSMUSG00000003053	1473	protein_coding	Cyp2c29	ENSMUSP00000003137.8
ENSMUST00000221380	ENSMUSG00000003062	798	protein_coding	Stard3nl	ENSMUSP00000152371.1
ENSMUST00000003152	ENSMUSG00000003068	1311	protein_coding	Stk11	ENSMUSP00000003152.7
ENSMUST00000003154	ENSMUSG00000003070	630	protein_coding	Efna2	ENSMUSP00000003154.5
ENSMUST00000105367	ENSMUSG00000003072	507	protein_coding	Atp5d	ENSMUSP00000101006.1
ENSMUST00000003183	ENSMUSG00000003099	1500	protein_coding	Ppp5c	ENSMUSP00000003183.5
ENSMUST00000107538	ENSMUSG00000003119	4455	protein_coding	Cdk12	ENSMUSP00000103162.1
ENSMUST00000149349	ENSMUSG00000003123	3219	protein_coding	Lipe	ENSMUSP00000123485.1
