transcript_length	ensembl_peptide_id_version	external_gene_name	gene_biotype
ENSMUSG00000001946	1865	ENSMUSP00000002011.7	Esam	protein_coding
ENSMUSG00000001948	730	ENSMUSP00000150651.1	Spa17	protein_coding
ENSMUSG00000001962	1383	ENSMUSP00000109797.1	Fam50a	protein_coding
ENSMUSG00000001964	1595	ENSMUSP00000002029.6	Emd	protein_coding
ENSMUSG00000001983	1383	ENSMUSP00000002048.7	Taco1	protein_coding
ENSMUSG00000001985	8973	ENSMUSP00000030676.7	Grik3	protein_coding
ENSMUSG00000001986	5192	ENSMUSP00000075687.5	Gria3	protein_coding
ENSMUSG00000001988	2091	ENSMUSP00000002053.8	Npas1	protein_coding
ENSMUSG00000001995	6690	ENSMUSP00000148536.1	Sipa1l2	protein_coding
ENSMUSG00000001998	4600	ENSMUSP00000002063.8	Ap4e1	protein_coding
ENSMUSG00000001999	1160	ENSMUSP00000002064.8	Blvra	protein_coding
ENSMUSG00000002006	3970	ENSMUSP00000002080.5	Pdzd4	protein_coding
ENSMUSG00000002007	1981	ENSMUSP00000002081.5	Srpk3	protein_coding
ENSMUSG00000002010	1331	ENSMUSP00000056502.8	Idh3g	protein_coding
ENSMUSG00000002012	1536	ENSMUSP00000002087.7	Pnck	protein_coding
ENSMUSG00000002014	800	ENSMUSP00000131386.1	Ssr4	protein_coding
ENSMUSG00000002015	1219	ENSMUSP00000002091.5	Bcap31	protein_coding
ENSMUSG00000002017	2817	ENSMUSP00000108126.3	Fam98a	protein_coding
ENSMUSG00000002020	6769	ENSMUSP00000002073.6	Ltbp2	protein_coding
ENSMUSG00000002028	16470	ENSMUSP00000110337.1	Kmt2a	protein_coding
ENSMUSG00000002031	4169	ENSMUSP00000002099.3	Ift46	protein_coding
ENSMUSG00000002032	2837	ENSMUSP00000149260.1	Tmem25	protein_coding
ENSMUSG00000002033	1023	ENSMUSP00000002101.5	Cd3g	protein_coding
ENSMUSG00000002043	785	ENSMUSP00000002112.8	Trappc6a	protein_coding
ENSMUSG00000002052	6488	ENSMUSP00000002121.4	Supt6	protein_coding
ENSMUSG00000002055	3887	ENSMUSP00000045286.3	Spag5	protein_coding
ENSMUSG00000002057	3214	ENSMUSP00000103929.1	Foxn1	protein_coding
ENSMUSG00000002058	1371	ENSMUSP00000103930.1	Unc119	protein_coding
ENSMUSG00000002059	1685	ENSMUSP00000103958.2	Rab34	protein_coding
ENSMUSG00000002064	1268	ENSMUSP00000002133.8	Sdf2	protein_coding
ENSMUSG00000002068	2000	ENSMUSP00000103658.3	Ccne1	protein_coding
ENSMUSG00000002076	2867	ENSMUSP00000002145.5	Hsf2bp	protein_coding
ENSMUSG00000002083	1814	ENSMUSP00000002152.6	Bbc3	protein_coding
ENSMUSG00000002100	4163	ENSMUSP00000127070.1	Mybpc3	protein_coding
ENSMUSG00000002102	1819	ENSMUSP00000002171.7	Psmc3	protein_coding
ENSMUSG00000002103	4656	ENSMUSP00000002172.7	Acp2	protein_coding
ENSMUSG00000002104	1606	ENSMUSP00000054150.5	Rapsn	protein_coding
ENSMUSG00000002105	2469	ENSMUSP00000073263.5	Slc39a13	protein_coding
ENSMUSG00000002107	8856	ENSMUSP00000130829.1	Celf2	protein_coding
ENSMUSG00000002108	1955	ENSMUSP00000106988.1	Nr1h3	protein_coding
ENSMUSG00000002109	2228	ENSMUSP00000106984.1	Ddb2	protein_coding
ENSMUSG00000002111	2034	ENSMUSP00000002180.7	Spi1	protein_coding
ENSMUSG00000002129	4920	ENSMUSP00000002198.3	Sf3a1	protein_coding
ENSMUSG00000002147	3775	ENSMUSP00000089708.5	Stat6	protein_coding
ENSMUSG00000002190	3902	ENSMUSP00000002259.6	Clgn	protein_coding
ENSMUSG00000002204	1560	ENSMUSP00000002274.8	Napsa	protein_coding
ENSMUSG00000002205	1969	ENSMUSP00000002275.8	Vrk3	protein_coding
ENSMUSG00000002210	2242	ENSMUSP00000002280.4	Smg9	protein_coding
ENSMUSG00000002221	5850	ENSMUSP00000002291.7	Paxip1	protein_coding
ENSMUSG00000002222	6165	ENSMUSP00000002292.8	Rmnd5a	protein_coding
ENSMUSG00000002227	3718	ENSMUSP00000102386.2	Mov10	protein_coding
ENSMUSG00000002228	1721	ENSMUSP00000002298.6	Ppm1j	protein_coding
ENSMUSG00000002233	1202	ENSMUSP00000002303.5	Rhoc	protein_coding
ENSMUSG00000002240	1337	ENSMUSP00000098617.1	Prr27	protein_coding
ENSMUSG00000002249	2775	ENSMUSP00000118582.2	Tead3	protein_coding
ENSMUSG00000002250	3277	ENSMUSP00000002320.8	Ppard	protein_coding
ENSMUSG00000002257	2277	ENSMUSP00000002327.5	Def6	protein_coding
ENSMUSG00000002265	8694	ENSMUSP00000050750.4	Peg3	protein_coding
ENSMUSG00000002266	7693	ENSMUSP00000002336.8	Zim1	protein_coding
ENSMUSG00000002274	1363	ENSMUSP00000127275.1	Metrn	protein_coding
ENSMUSG00000002279	2003	ENSMUSP00000129263.2	Lmf1	protein_coding
ENSMUSG00000002280	2555	ENSMUSP00000002350.4	Narfl	protein_coding
ENSMUSG00000002289	3308	ENSMUSP00000002360.9	Angptl4	protein_coding
ENSMUSG00000002297	2402	ENSMUSP00000132906.1	Dbf4	protein_coding
ENSMUSG00000002307	2673	ENSMUSP00000128504.2	Daxx	protein_coding
ENSMUSG00000002308	2209	ENSMUSP00000002379.8	Cd320	protein_coding
ENSMUSG00000002319	3846	ENSMUSP00000036555.9	Ipo4	protein_coding
ENSMUSG00000002320	2517	ENSMUSP00000113782.1	Tm9sf1	protein_coding
ENSMUSG00000002324	2184	ENSMUSP00000002395.7	Rec8	protein_coding
ENSMUSG00000002325	2959	ENSMUSP00000120525.1	Irf9	protein_coding
ENSMUSG00000002326	1993	ENSMUSP00000002397.5	Gmpr2	protein_coding
ENSMUSG00000002329	1733	ENSMUSP00000002400.6	Mdp1	protein_coding
ENSMUSG00000002332	1477	ENSMUSP00000002403.8	Dhrs1	protein_coding
ENSMUSG00000002341	7195	ENSMUSP00000002412.8	Ncan	protein_coding
ENSMUSG00000002342	3018	ENSMUSP00000002413.8	Tmem161a	protein_coding
ENSMUSG00000002343	2263	ENSMUSP00000019679.5	Armc6	protein_coding
ENSMUSG00000002345	864	ENSMUSP00000118102.1	Borcs8	protein_coding
ENSMUSG00000002346	3196	ENSMUSP00000105754.1	Slc25a42	protein_coding
ENSMUSG00000002365	3331	ENSMUSP00000002436.9	Snx9	protein_coding
ENSMUSG00000002372	2567	ENSMUSP00000156588.1	Ranbp3	protein_coding
ENSMUSG00000002379	918	ENSMUSP00000156737.1	Ndufa11	protein_coding
ENSMUSG00000002384	2940	ENSMUSP00000002457.1	Bmp8b	protein_coding
ENSMUSG00000002393	2218	ENSMUSP00000002466.8	Nr2f6	protein_coding
ENSMUSG00000002395	1064	ENSMUSP00000105680.2	Use1	protein_coding
ENSMUSG00000002396	5285	ENSMUSP00000105679.1	Ocel1	protein_coding
ENSMUSG00000002409	2534	ENSMUSP00000083064.6	Dyrk1b	protein_coding
ENSMUSG00000002413	9728	ENSMUSP00000002487.8	Braf	protein_coding
ENSMUSG00000002416	4371	ENSMUSP00000118918.1	Ndufb2	protein_coding
ENSMUSG00000002428	4955	ENSMUSP00000002502.5	Hltf	protein_coding
ENSMUSG00000002455	3054	ENSMUSP00000002529.6	Prpf6	protein_coding
ENSMUSG00000002458	1511	ENSMUSP00000002532.2	Rgs19	protein_coding
ENSMUSG00000002459	2125	ENSMUSP00000113398.1	Rgs20	protein_coding
ENSMUSG00000002475	1962	ENSMUSP00000113137.2	Abhd3	protein_coding
ENSMUSG00000002477	858	ENSMUSP00000002551.3	Snrpd1	protein_coding
ENSMUSG00000002486	2882	ENSMUSP00000092009.4	Tchp	protein_coding
ENSMUSG00000002489	7289	ENSMUSP00000002588.3	Tiam1	protein_coding
ENSMUSG00000002496	6266	ENSMUSP00000153869.1	Tsc2	protein_coding
ENSMUSG00000002500	1375	ENSMUSP00000129325.1	Rpl3l	protein_coding
ENSMUSG00000002504	2136	ENSMUSP00000002572.4	Slc9a3r2	protein_coding
ENSMUSG00000002524	1881	ENSMUSP00000098096.4	Puf60	protein_coding
ENSMUSG00000002546	4373	ENSMUSP00000097768.2	Golga2	protein_coding
ENSMUSG00000002550	2005	ENSMUSP00000002625.8	Uck1	protein_coding
ENSMUSG00000002565	2995	ENSMUSP00000002640.5	Scin	protein_coding
ENSMUSG00000002578	5150	ENSMUSP00000114404.1	Ikzf4	protein_coding
ENSMUSG00000002580	747	ENSMUSP00000002655.7	Mien1	protein_coding
ENSMUSG00000002588	1513	ENSMUSP00000002663.5	Pon1	protein_coding
ENSMUSG00000002602	4265	ENSMUSP00000002677.4	Axl	protein_coding
ENSMUSG00000002603	2175	ENSMUSP00000002678.9	Tgfb1	protein_coding
ENSMUSG00000002608	3032	ENSMUSP00000002683.2	Ccdc97	protein_coding
ENSMUSG00000002617	4103	ENSMUSP00000039794.7	Zfp40	protein_coding
ENSMUSG00000002625	2075	ENSMUSP00000051389.7	Akap8l	protein_coding
ENSMUSG00000002633	2847	ENSMUSP00000002708.3	Shh	protein_coding
ENSMUSG00000002635	1295	ENSMUSP00000002710.3	Pdcd2l	protein_coding
ENSMUSG00000002658	1717	ENSMUSP00000002733.6	Gtf2f1	protein_coding
ENSMUSG00000002660	983	ENSMUSP00000002735.7	Clpp	protein_coding
ENSMUSG00000002661	917	ENSMUSP00000002737.6	Alkbh7	protein_coding
ENSMUSG00000002664	474	ENSMUSP00000002740.2	Pspn	protein_coding
ENSMUSG00000002668	2984	ENSMUSP00000156614.1	Dennd1c	protein_coding
ENSMUSG00000002679	1059	ENSMUSP00000125156.1	Med6	protein_coding
ENSMUSG00000002688	3653	ENSMUSP00000002765.7	Prkd1	protein_coding
ENSMUSG00000002699	3644	ENSMUSP00000056621.5	Lcp2	protein_coding
ENSMUSG00000002718	3641	ENSMUSP00000002790.7	Cse1l	protein_coding
ENSMUSG00000002728	1883	ENSMUSP00000126280.1	Naa20	protein_coding
ENSMUSG00000002731	1614	ENSMUSP00000002808.6	Prkra	protein_coding
ENSMUSG00000002732	860	ENSMUSP00000002809.7	Fkbp7	protein_coding
ENSMUSG00000002733	2534	ENSMUSP00000107551.1	Plekha3	protein_coding
ENSMUSG00000002741	2541	ENSMUSP00000002818.8	Ykt6	protein_coding
ENSMUSG00000002748	6492	ENSMUSP00000002825.5	Baz1b	protein_coding
ENSMUSG00000002763	3200	ENSMUSP00000002840.8	Pex6	protein_coding
ENSMUSG00000002767	1031	ENSMUSP00000002844.7	Mrpl2	protein_coding
ENSMUSG00000002768	945	ENSMUSP00000156593.1	Mea1	protein_coding
ENSMUSG00000002769	1035	ENSMUSP00000002846.8	Gnmt	protein_coding
ENSMUSG00000002771	5431	ENSMUSP00000002848.7	Grin2d	protein_coding
ENSMUSG00000002778	1599	ENSMUSP00000002855.5	Kdelr1	protein_coding
ENSMUSG00000002781	2466	ENSMUSP00000148217.1	Tmem143	protein_coding
ENSMUSG00000002797	3960	ENSMUSP00000120154.1	Ggct	protein_coding
ENSMUSG00000002799	5106	ENSMUSP00000075224.3	Jag2	protein_coding
ENSMUSG00000002803	2085	ENSMUSP00000152889.1	Btbd6	protein_coding
ENSMUSG00000002804	1241	ENSMUSP00000152599.1	Nudt14	protein_coding
ENSMUSG00000002808	2363	ENSMUSP00000002885.6	Epdr1	protein_coding
ENSMUSG00000002812	4060	ENSMUSP00000002889.4	Flii	protein_coding
ENSMUSG00000002814	3741	ENSMUSP00000002891.4	Top3a	protein_coding
ENSMUSG00000002820	5951	ENSMUSP00000068450.3	Atg4d	protein_coding
ENSMUSG00000002825	1316	ENSMUSP00000002902.6	Qtrt1	protein_coding
ENSMUSG00000002831	5756	ENSMUSP00000139859.1	Plin4	protein_coding
ENSMUSG00000002833	2270	ENSMUSP00000152948.1	Hdgfl2	protein_coding
ENSMUSG00000002835	5535	ENSMUSP00000002914.8	Chaf1a	protein_coding
ENSMUSG00000002844	2966	ENSMUSP00000002923.8	Adprh	protein_coding
ENSMUSG00000002845	2871	ENSMUSP00000002924.8	Tmem39a	protein_coding
ENSMUSG00000002846	1573	ENSMUSP00000002925.5	Timmdc1	protein_coding
ENSMUSG00000002847	1974	ENSMUSP00000002926.6	Pla1a	protein_coding
ENSMUSG00000002870	3371	ENSMUSP00000061923.6	Mcm2	protein_coding
ENSMUSG00000002871	3359	ENSMUSP00000144846.1	Tpra1	protein_coding
ENSMUSG00000002881	3874	ENSMUSP00000066696.7	Nab1	protein_coding
ENSMUSG00000002885	3000	ENSMUSP00000075240.6	Adgre5	protein_coding
ENSMUSG00000002897	7752	ENSMUSP00000002976.3	Il17ra	protein_coding
ENSMUSG00000002900	5784	ENSMUSP00000002979.8	Lamb1	protein_coding
ENSMUSG00000002908	4047	ENSMUSP00000105705.3	Kcnn1	protein_coding
ENSMUSG00000002910	2355	ENSMUSP00000002989.9	Arrdc2	protein_coding
ENSMUSG00000002930	1757	ENSMUSP00000059708.4	Ppp1r17	protein_coding
ENSMUSG00000002944	3399	ENSMUSP00000133008.1	Cd36	protein_coding
ENSMUSG00000002948	3525	ENSMUSP00000054512.4	Map2k7	protein_coding
ENSMUSG00000002949	1790	ENSMUSP00000003029.7	Timm44	protein_coding
ENSMUSG00000002957	4646	ENSMUSP00000003038.8	Ap2a2	protein_coding
ENSMUSG00000002963	2184	ENSMUSP00000003044.7	Pnkp	protein_coding
ENSMUSG00000002968	3693	ENSMUSP00000146405.1	Med25	protein_coding
ENSMUSG00000002980	2429	ENSMUSP00000003061.7	Bcam	protein_coding
ENSMUSG00000002981	4143	ENSMUSP00000051293.9	Clptm1	protein_coding
ENSMUSG00000002983	2209	ENSMUSP00000092355.3	Relb	protein_coding
ENSMUSG00000002984	1646	ENSMUSP00000032555.9	Tomm40	protein_coding
ENSMUSG00000002985	1408	ENSMUSP00000133302.1	Apoe	protein_coding
ENSMUSG00000002992	727	ENSMUSP00000115173.1	Apoc2	protein_coding
ENSMUSG00000002996	3142	ENSMUSP00000131158.2	Hbp1	protein_coding
ENSMUSG00000002997	3378	ENSMUSP00000039797.9	Prkar2b	protein_coding
ENSMUSG00000003031	4552	ENSMUSP00000065832.4	Cdkn1b	protein_coding
ENSMUSG00000003032	3029	ENSMUSP00000103245.2	Klf4	protein_coding
ENSMUSG00000003033	2084	ENSMUSP00000003117.8	Ap1m1	protein_coding
ENSMUSG00000003037	4550	ENSMUSP00000003121.8	Rab8a	protein_coding
ENSMUSG00000003038	1265	ENSMUSP00000099613.4	Hmgn2	protein_coding
ENSMUSG00000003039	2564	ENSMUSP00000003123.8	Fam32a	protein_coding
ENSMUSG00000003051	2095	ENSMUSP00000003135.7	Elf3	protein_coding
ENSMUSG00000003053	2822	ENSMUSP00000135839.1	Cyp2c29	protein_coding
ENSMUSG00000003062	1391	ENSMUSP00000152747.1	Stard3nl	protein_coding
ENSMUSG00000003068	3663	ENSMUSP00000114195.1	Stk11	protein_coding
ENSMUSG00000003070	2131	ENSMUSP00000003154.5	Efna2	protein_coding
ENSMUSG00000003072	1410	ENSMUSP00000101006.1	Atp5d	protein_coding
ENSMUSG00000003099	2072	ENSMUSP00000003183.5	Ppp5c	protein_coding
ENSMUSG00000003119	5912	ENSMUSP00000103163.1	Cdk12	protein_coding
ENSMUSG00000003123	3713	ENSMUSP00000123485.1	Lipe	protein_coding
ENSMUSG00000003131	6873	ENSMUSP00000127851.1	Pafah1b2	protein_coding
ENSMUSG00000003134	4451	ENSMUSP00000049967.5	Tbc1d8	protein_coding
ENSMUSG00000003135	3482	ENSMUSP00000125638.1	Cnot11	protein_coding
ENSMUSG00000003153	3959	ENSMUSP00000032476.4	Slc2a3	protein_coding
ENSMUSG00000003154	5283	ENSMUSP00000003238.7	Foxj2	protein_coding
ENSMUSG00000003161	2504	ENSMUSP00000086165.4	Sri	protein_coding
ENSMUSG00000003166	4045	ENSMUSP00000012152.6	Dgcr2	protein_coding
ENSMUSG00000003184	2031	ENSMUSP00000003284.8	Irf3	protein_coding
ENSMUSG00000003190	1075	ENSMUSP00000003290.4	Bcl2l12	protein_coding
ENSMUSG00000003198	2028	ENSMUSP00000053979.8	Zfp959	protein_coding
ENSMUSG00000003199	1701	ENSMUSP00000119745.1	Mpnd	protein_coding
ENSMUSG00000003200	2073	ENSMUSP00000003268.9	Sh3gl1	protein_coding
ENSMUSG00000003206	1154	ENSMUSP00000003274.6	Ebi3	protein_coding
ENSMUSG00000003208	1660	ENSMUSP00000084082.4	Yju2	protein_coding
ENSMUSG00000003226	9608	ENSMUSP00000003310.5	Ranbp2	protein_coding
ENSMUSG00000003227	3637	ENSMUSP00000003312.4	Edar	protein_coding
ENSMUSG00000003228	3165	ENSMUSP00000003313.8	Grk5	protein_coding
ENSMUSG00000003233	3983	ENSMUSP00000130925.1	Dvl3	protein_coding
ENSMUSG00000003234	3090	ENSMUSP00000003319.5	Abcf3	protein_coding
ENSMUSG00000003235	2554	ENSMUSP00000003320.6	Eif2b5	protein_coding
ENSMUSG00000003269	2527	ENSMUSP00000051423.6	Cyth2	protein_coding
ENSMUSG00000003271	1858	ENSMUSP00000147374.1	Sult2b1	protein_coding
ENSMUSG00000003273	1585	ENSMUSP00000003360.7	Car11	protein_coding
ENSMUSG00000003279	7173	ENSMUSP00000116716.1	Dlgap1	protein_coding
ENSMUSG00000003282	4774	ENSMUSP00000003369.3	Plag1	protein_coding
ENSMUSG00000003283	2092	ENSMUSP00000105423.1	Hck	protein_coding
ENSMUSG00000003299	1288	ENSMUSP00000003386.5	Mrpl4	protein_coding
ENSMUSG00000003308	3614	ENSMUSP00000131029.1	Keap1	protein_coding
ENSMUSG00000003309	2776	ENSMUSP00000149196.1	Ap1m2	protein_coding
ENSMUSG00000003316	7021	ENSMUSP00000131355.1	Glg1	protein_coding
ENSMUSG00000003341	4412	ENSMUSP00000020383.4	Atp8b3	protein_coding
ENSMUSG00000003344	3026	ENSMUSP00000003434.7	Btbd2	protein_coding
ENSMUSG00000003345	2348	ENSMUSP00000078706.6	Csnk1g2	protein_coding
ENSMUSG00000003346	1529	ENSMUSP00000139766.1	Abhd17a	protein_coding
ENSMUSG00000003348	2682	ENSMUSP00000003438.8	Mob3a	protein_coding
ENSMUSG00000003352	2734	ENSMUSP00000003442.8	Cacnb3	protein_coding
ENSMUSG00000003354	1900	ENSMUSP00000003444.4	Ccdc65	protein_coding
ENSMUSG00000003355	734	ENSMUSP00000003445.6	Fkbp11	protein_coding
ENSMUSG00000003360	3187	ENSMUSP00000003450.8	Ddx23	protein_coding
ENSMUSG00000003363	2297	ENSMUSP00000112942.1	Pld3	protein_coding
ENSMUSG00000003378	4061	ENSMUSP00000146227.1	Grik5	protein_coding
ENSMUSG00000003379	1457	ENSMUSP00000003469.7	Cd79a	protein_coding
ENSMUSG00000003380	986	ENSMUSP00000146042.1	Rabac1	protein_coding
ENSMUSG00000003382	5309	ENSMUSP00000112915.1	Etv3	protein_coding
ENSMUSG00000003402	2228	ENSMUSP00000149936.1	Prkcsh	protein_coding
ENSMUSG00000003410	5014	ENSMUSP00000003501.7	Elavl3	protein_coding
ENSMUSG00000003411	3327	ENSMUSP00000102261.2	Rab3b	protein_coding
ENSMUSG00000003418	7618	ENSMUSP00000003509.8	St8sia6	protein_coding
ENSMUSG00000003420	1770	ENSMUSP00000003512.7	Fcgrt	protein_coding
ENSMUSG00000003421	1814	ENSMUSP00000003513.3	Nosip	protein_coding
ENSMUSG00000003423	1185	ENSMUSP00000082490.5	Pih1d1	protein_coding
ENSMUSG00000003429	661	ENSMUSP00000003521.8	Rps11	protein_coding
ENSMUSG00000003435	3755	ENSMUSP00000147164.1	Supt5	protein_coding
ENSMUSG00000003436	2618	ENSMUSP00000103951.3	Dll3	protein_coding
ENSMUSG00000003437	2003	ENSMUSP00000003529.8	Paf1	protein_coding
ENSMUSG00000003438	1515	ENSMUSP00000080614.4	Timm50	protein_coding
ENSMUSG00000003444	1281	ENSMUSP00000003536.8	Med29	protein_coding
ENSMUSG00000003452	9667	ENSMUSP00000084039.4	Bicd1	protein_coding
ENSMUSG00000003458	3016	ENSMUSP00000119128.1	Ncstn	protein_coding
ENSMUSG00000003464	2844	ENSMUSP00000106883.3	Pex19	protein_coding
ENSMUSG00000003469	2838	ENSMUSP00000003561.3	Phyhip	protein_coding
ENSMUSG00000003476	2695	ENSMUSP00000003568.8	Crhr2	protein_coding
ENSMUSG00000003477	1077	ENSMUSP00000003569.5	Inmt	protein_coding
ENSMUSG00000003484	1702	ENSMUSP00000003574.4	Cyp4f18	protein_coding
ENSMUSG00000003500	2600	ENSMUSP00000124931.1	Impdh1	protein_coding
ENSMUSG00000003505	1783	ENSMUSP00000096380.3	Psg18	protein_coding
ENSMUSG00000003518	4445	ENSMUSP00000102790.1	Dusp3	protein_coding
ENSMUSG00000003526	2386	ENSMUSP00000003620.5	Prodh	protein_coding
ENSMUSG00000003527	2821	ENSMUSP00000003621.8	Ess2	protein_coding
ENSMUSG00000003528	1666	ENSMUSP00000003622.8	Slc25a1	protein_coding
ENSMUSG00000003531	1415	ENSMUSP00000123053.1	Dgcr6	protein_coding
ENSMUSG00000003534	3874	ENSMUSP00000112570.1	Ddr1	protein_coding
ENSMUSG00000003541	1131	ENSMUSP00000003635.6	Ier3	protein_coding
ENSMUSG00000003545	3782	ENSMUSP00000003640.2	Fosb	protein_coding
ENSMUSG00000003546	2322	ENSMUSP00000003642.6	Klc4	protein_coding
ENSMUSG00000003549	1375	ENSMUSP00000003645.2	Ercc1	protein_coding
ENSMUSG00000003555	1815	ENSMUSP00000026012.7	Cyp17a1	protein_coding
ENSMUSG00000003559	1751	ENSMUSP00000003655.7	As3mt	protein_coding
ENSMUSG00000003573	2608	ENSMUSP00000117033.1	Homer3	protein_coding
ENSMUSG00000003575	5683	ENSMUSP00000075916.5	Crtc1	protein_coding
ENSMUSG00000003581	1874	ENSMUSP00000003677.4	Rnf215	protein_coding
ENSMUSG00000003585	2631	ENSMUSP00000003681.7	Sec14l2	protein_coding
ENSMUSG00000003604	4735	ENSMUSP00000003705.5	Aven	protein_coding
ENSMUSG00000003617	4564	ENSMUSP00000103965.1	Cp	protein_coding
ENSMUSG00000003623	2996	ENSMUSP00000003720.4	Crot	protein_coding
ENSMUSG00000003644	3135	ENSMUSP00000101514.4	Rps6ka1	protein_coding
ENSMUSG00000003657	1431	ENSMUSP00000003754.6	Calb2	protein_coding
ENSMUSG00000003660	6745	ENSMUSP00000099509.3	Snrnp200	protein_coding
ENSMUSG00000003662	3075	ENSMUSP00000003759.4	Ciao1	protein_coding
ENSMUSG00000003665	2095	ENSMUSP00000003762.6	Has1	protein_coding
ENSMUSG00000003680	2224	ENSMUSP00000135090.1	Taf6l	protein_coding
ENSMUSG00000003721	2697	ENSMUSP00000003818.7	Insig2	protein_coding
ENSMUSG00000003731	5710	ENSMUSP00000099650.4	Kpna6	protein_coding
ENSMUSG00000003746	5137	ENSMUSP00000003843.8	Man1a	protein_coding
ENSMUSG00000003752	3247	ENSMUSP00000003850.7	Itpkc	protein_coding
ENSMUSG00000003762	2276	ENSMUSP00000104015.3	Coq8b	protein_coding
ENSMUSG00000003778	4468	ENSMUSP00000003876.3	Brd8	protein_coding
ENSMUSG00000003779	3567	ENSMUSP00000132659.1	Kif20a	protein_coding
ENSMUSG00000003808	1826	ENSMUSP00000003906.6	Farsa	protein_coding
ENSMUSG00000003809	2167	ENSMUSP00000003907.8	Gcdh	protein_coding
ENSMUSG00000003810	5723	ENSMUSP00000102095.1	Mast2	protein_coding
ENSMUSG00000003812	1958	ENSMUSP00000105366.1	Dnase2a	protein_coding
ENSMUSG00000003813	2074	ENSMUSP00000003911.6	Rad23a	protein_coding
ENSMUSG00000003814	2184	ENSMUSP00000003912.6	Calr	protein_coding
ENSMUSG00000003824	1686	ENSMUSP00000122159.1	Syce2	protein_coding
ENSMUSG00000003847	13443	ENSMUSP00000116631.1	Nfat5	protein_coding
ENSMUSG00000003848	1658	ENSMUSP00000003946.8	Nob1	protein_coding
ENSMUSG00000003849	1553	ENSMUSP00000003947.8	Nqo1	protein_coding
ENSMUSG00000003863	4647	ENSMUSP00000003961.8	Ppfia3	protein_coding
ENSMUSG00000003865	3678	ENSMUSP00000003964.8	Gys1	protein_coding
ENSMUSG00000003868	2312	ENSMUSP00000147502.1	Ruvbl2	protein_coding
ENSMUSG00000003872	735	ENSMUSP00000003971.7	Lin7b	protein_coding
ENSMUSG00000003873	1100	ENSMUSP00000148265.1	Bax	protein_coding
ENSMUSG00000003882	3540	ENSMUSP00000003981.4	Il7r	protein_coding
ENSMUSG00000003923	4167	ENSMUSP00000090086.4	Tfam	protein_coding
ENSMUSG00000003929	6639	ENSMUSP00000050728.8	Zfp81	protein_coding
ENSMUSG00000003934	3183	ENSMUSP00000004036.5	Efnb3	protein_coding
ENSMUSG00000003948	2677	ENSMUSP00000004050.6	Mmd	protein_coding
ENSMUSG00000003949	5642	ENSMUSP00000004051.7	Hlf	protein_coding
ENSMUSG00000003955	718	ENSMUSP00000004057.7	Fam162a	protein_coding
ENSMUSG00000003970	1020	ENSMUSP00000155657.1	Rpl8	protein_coding
ENSMUSG00000003974	3049	ENSMUSP00000004076.3	Grm3	protein_coding
ENSMUSG00000003992	3957	ENSMUSP00000004094.8	Ssbp2	protein_coding
ENSMUSG00000004018	2724	ENSMUSP00000004120.2	Fancl	protein_coding
ENSMUSG00000004031	4906	ENSMUSP00000141709.1	Brinp2	protein_coding
ENSMUSG00000004032	1083	ENSMUSP00000125913.1	Gstm5	protein_coding
ENSMUSG00000004035	1377	ENSMUSP00000004137.3	Gstm7	protein_coding
ENSMUSG00000004038	1311	ENSMUSP00000004136.8	Gstm3	protein_coding
ENSMUSG00000004040	6042	ENSMUSP00000099403.1	Stat3	protein_coding
ENSMUSG00000004043	3888	ENSMUSP00000004145.7	Stat5a	protein_coding
ENSMUSG00000004044	3491	ENSMUSP00000058321.5	Cavin1	protein_coding
ENSMUSG00000004054	3801	ENSMUSP00000004156.8	Map3k11	protein_coding
ENSMUSG00000004056	4544	ENSMUSP00000103981.2	Akt2	protein_coding
ENSMUSG00000004069	2648	ENSMUSP00000053842.5	Dnaja3	protein_coding
ENSMUSG00000004070	1730	ENSMUSP00000004172.8	Hmox2	protein_coding
ENSMUSG00000004071	3953	ENSMUSP00000004173.5	Cdip1	protein_coding
ENSMUSG00000004085	6663	ENSMUSP00000118983.1	Map3k20	protein_coding
ENSMUSG00000004096	1111	ENSMUSP00000004200.8	Cwc15	protein_coding
ENSMUSG00000004098	6119	ENSMUSP00000004201.7	Col5a3	protein_coding
ENSMUSG00000004099	5870	ENSMUSP00000136669.2	Dnmt1	protein_coding
ENSMUSG00000004100	1670	ENSMUSP00000004203.5	Ppan	protein_coding
ENSMUSG00000004105	3339	ENSMUSP00000004208.5	Angptl2	protein_coding
ENSMUSG00000004110	14921	ENSMUSP00000140937.1	Cacna1e	protein_coding
ENSMUSG00000004113	9736	ENSMUSP00000100003.2	Cacna1b	protein_coding
ENSMUSG00000004127	4064	ENSMUSP00000125749.1	Trmt10a	protein_coding
ENSMUSG00000004151	6576	ENSMUSP00000093442.3	Etv1	protein_coding
ENSMUSG00000004187	3218	ENSMUSP00000004294.10	Kifc2	protein_coding
ENSMUSG00000004207	2657	ENSMUSP00000137476.1	Psap	protein_coding
ENSMUSG00000004221	6994	ENSMUSP00000109768.2	Ikbkg	protein_coding
ENSMUSG00000004231	4358	ENSMUSP00000134661.1	Pax2	protein_coding
ENSMUSG00000004233	4410	ENSMUSP00000004343.2	Wars2	protein_coding
