dnovemcinctus	mdomestica	ggallus	xtropicalis	drerio	olatipes	pmarinus	eburgeri	cintestinalis	dmelanogaster	celegans
ENSMUSG00000001016	ENSDNOG00000033116	ENSMODG00000017376	ENSGALG00000011570	ENSXETG00000014290	ENSDARG00000014591	ENSORLG00000010955	0	ENSEBUG00000011722	ENSCING00000003447	FBgn0038046	WBGene00011253
ENSMUSG00000001017	0	0	0	ENSXETG00000015918	0	ENSORLG00000010919	ENSPMAG00000009425	ENSEBUG00000000416	0	0	0
ENSMUSG00000001018	ENSDNOG00000015216	ENSMODG00000017381	ENSGALG00000026796	ENSXETG00000027700	ENSDARG00000062382	ENSORLG00000028872	0	ENSEBUG00000012883	ENSCING00000021184	FBgn0031455	WBGene00015327
ENSMUSG00000001020	ENSDNOG00000043192	ENSMODG00000017397	ENSGALG00000026613	0	0	0	0	0	0	0	0
ENSMUSG00000001021	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001023	ENSDNOG00000035603	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001025	0	ENSMODG00000017400	ENSGALG00000041826	0	0	0	0	0	0	0	0
ENSMUSG00000001027	ENSDNOG00000045978	ENSMODG00000009735	ENSGALG00000034427	ENSXETG00000014235	0	ENSORLG00000030213	0	ENSEBUG00000007415	0	0	0
ENSMUSG00000001029	ENSDNOG00000002412	ENSMODG00000009351	0	0	0	0	0	0	0	0	0
ENSMUSG00000001034	ENSDNOG00000003497	ENSMODG00000001074	ENSGALG00000050166	0	ENSDARG00000023110	ENSORLG00000006580	0	ENSEBUG00000010095	ENSCING00000009852	0	0
ENSMUSG00000001036	ENSDNOG00000001013	ENSMODG00000000977	ENSGALG00000035919	ENSXETG00000022662	ENSDARG00000008377	ENSORLG00000012588	ENSPMAG00000002840	ENSEBUG00000013511	ENSCING00000006630	0	0
ENSMUSG00000001039	ENSDNOG00000001014	ENSMODG00000000984	ENSGALG00000005096	ENSXETG00000022659	ENSDARG00000011727	ENSORLG00000012598	0	ENSEBUG00000010894	ENSCING00000016259	FBgn0038342	WBGene00019364
ENSMUSG00000001052	ENSDNOG00000012980	ENSMODG00000020587	ENSGALG00000035482	ENSXETG00000021091	ENSDARG00000071906	ENSORLG00000010941	0	0	0	0	0
ENSMUSG00000001053	ENSDNOG00000005067	ENSMODG00000004263	ENSGALG00000041754	0	ENSDARG00000060007	ENSORLG00000007007	0	0	0	0	0
ENSMUSG00000001054	ENSDNOG00000033263	0	0	0	ENSDARG00000043359	ENSORLG00000006999	0	0	0	0	0
ENSMUSG00000001056	ENSDNOG00000017150	ENSMODG00000004231	ENSGALG00000033666	ENSXETG00000006731	ENSDARG00000069422	ENSORLG00000029195	ENSPMAG00000009888	0	0	FBgn0029148	WBGene00012964
ENSMUSG00000001062	0	ENSMODG00000003493	ENSGALG00000023468	ENSXETG00000019845	ENSDARG00000019195	ENSORLG00000015319	ENSPMAG00000006331	ENSEBUG00000013263	0	0	0
ENSMUSG00000001065	ENSDNOG00000001856	ENSMODG00000003479	ENSGALG00000000513	ENSXETG00000019874	ENSDARG00000110991	ENSORLG00000015289	0	0	0	0	0
ENSMUSG00000001076	ENSDNOG00000017845	ENSMODG00000004190	ENSGALG00000054973	ENSXETG00000011191	0	0	0	0	0	0	0
ENSMUSG00000001082	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001089	ENSDNOG00000013386	ENSMODG00000016143	ENSGALG00000025858	ENSXETG00000003696	ENSDARG00000075556	ENSORLG00000024561	ENSPMAG00000001143	ENSEBUG00000014029	0	0	0
ENSMUSG00000001095	ENSDNOG00000035721	ENSMODG00000019249	ENSGALG00000003647	ENSXETG00000023776	ENSDARG00000053853	ENSORLG00000002566	0	0	0	0	0
ENSMUSG00000001098	ENSDNOG00000007621	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001100	0	ENSMODG00000019237	ENSGALG00000003211	ENSXETG00000023792	ENSDARG00000092305	ENSORLG00000009813	ENSPMAG00000004649	ENSEBUG00000006270	ENSCING00000007838	FBgn0037329	WBGene00022787
ENSMUSG00000001103	0	ENSMODG00000019242	0	ENSXETG00000023794	ENSDARG00000042526	ENSORLG00000028278	0	0	0	0	0
ENSMUSG00000001105	ENSDNOG00000035795	ENSMODG00000019233	ENSGALG00000005707	ENSXETG00000019444	ENSDARG00000040556	ENSORLG00000008436	ENSPMAG00000003532	ENSEBUG00000016655	ENSCING00000005972	FBgn0050441	WBGene00022465
ENSMUSG00000001119	0	0	ENSGALG00000005974	0	ENSDARG00000074908	ENSORLG00000011639	ENSPMAG00000006530	0	0	0	0
ENSMUSG00000001120	ENSDNOG00000049518	0	0	0	ENSDARG00000057141	ENSORLG00000014385	ENSPMAG00000004719	ENSEBUG00000009697	0	0	0
ENSMUSG00000001123	ENSDNOG00000044633	0	0	ENSXETG00000030764	0	0	0	ENSEBUG00000003806	0	0	0
ENSMUSG00000001127	ENSDNOG00000010947	ENSMODG00000010855	0	ENSXETG00000031862	ENSDARG00000054533	ENSORLG00000016733	ENSPMAG00000008997	ENSEBUG00000009274	0	0	0
ENSMUSG00000001128	ENSDNOG00000043948	ENSMODG00000010789	0	0	0	0	ENSPMAG00000007552	0	0	0	WBGene00016468
ENSMUSG00000001131	ENSDNOG00000043033	ENSMODG00000010849	0	0	0	0	ENSPMAG00000005120	ENSEBUG00000011375	0	0	0
ENSMUSG00000001134	ENSDNOG00000047834	0	0	0	ENSDARG00000019339	ENSORLG00000027697	ENSPMAG00000006443	ENSEBUG00000015311	ENSCING00000012729	0	0
ENSMUSG00000001138	ENSDNOG00000031895	ENSMODG00000016039	0	ENSXETG00000009465	ENSDARG00000099568	ENSORLG00000000826	0	0	0	0	0
ENSMUSG00000001143	ENSDNOG00000036973	ENSMODG00000016022	ENSGALG00000046805	ENSXETG00000001248	0	0	0	0	ENSCING00000002618	0	0
ENSMUSG00000001150	ENSDNOG00000006842	ENSMODG00000008187	ENSGALG00000004363	ENSXETG00000011496	ENSDARG00000021402	ENSORLG00000014980	ENSPMAG00000000897	ENSEBUG00000007177	0	FBgn0028974	WBGene00017642
ENSMUSG00000001151	ENSDNOG00000024519	ENSMODG00000008392	ENSGALG00000007021	ENSXETG00000033996	0	0	0	0	0	0	0
ENSMUSG00000001155	ENSDNOG00000046455	0	ENSGALG00000006131	ENSXETG00000011494	ENSDARG00000007421	ENSORLG00000018636	ENSPMAG00000006624	0	ENSCING00000002482	0	0
ENSMUSG00000001156	ENSDNOG00000034010	ENSMODG00000011481	ENSGALG00000013882	ENSXETG00000033966	ENSDARG00000032039	ENSORLG00000026050	ENSPMAG00000001074	0	0	0	0
ENSMUSG00000001157	ENSDNOG00000047082	ENSMODG00000011882	ENSGALG00000031789	ENSXETG00000008208	ENSDARG00000020948	ENSORLG00000009447	0	0	0	0	0
ENSMUSG00000001158	ENSDNOG00000033743	ENSMODG00000011407	ENSGALG00000013883	ENSXETG00000008518	ENSDARG00000035625	ENSORLG00000015459	0	ENSEBUG00000003652	0	0	WBGene00011035
ENSMUSG00000001166	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001168	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001173	ENSDNOG00000005035	0	0	ENSXETG00000032071	ENSDARG00000078106	ENSORLG00000001194	0	0	0	0	0
ENSMUSG00000001175	ENSDNOG00000035289	ENSMODG00000002696	ENSGALG00000026445	0	ENSDARG00000021811	ENSORLG00000028745	0	0	0	0	0
ENSMUSG00000001211	ENSDNOG00000038285	ENSMODG00000021037	ENSGALG00000031932	ENSXETG00000017998	ENSDARG00000036549	ENSORLG00000020534	ENSPMAG00000006339	ENSEBUG00000004260	0	0	0
ENSMUSG00000001225	ENSDNOG00000005456	ENSMODG00000016330	ENSGALG00000007959	0	0	ENSORLG00000012121	0	0	0	0	0
ENSMUSG00000001227	ENSDNOG00000025383	ENSMODG00000024028	ENSGALG00000001171	ENSXETG00000022081	0	0	0	0	ENSCING00000013472	0	0
ENSMUSG00000001228	ENSDNOG00000005060	ENSMODG00000001108	ENSGALG00000034271	ENSXETG00000022306	ENSDARG00000103409	ENSORLG00000006710	0	0	0	0	0
ENSMUSG00000001229	ENSDNOG00000031439	ENSMODG00000001039	ENSGALG00000004200	ENSXETG00000022083	ENSDARG00000052606	0	0	ENSEBUG00000015888	0	0	0
ENSMUSG00000001240	ENSDNOG00000036920	ENSMODG00000015038	ENSGALG00000024449	0	ENSDARG00000037895	ENSORLG00000022895	0	0	0	0	0
ENSMUSG00000001247	ENSDNOG00000040755	ENSMODG00000013832	0	0	ENSDARG00000099291	ENSORLG00000015309	ENSPMAG00000003051	ENSEBUG00000013135	0	0	0
ENSMUSG00000001248	ENSDNOG00000008812	ENSMODG00000013725	0	ENSXETG00000032039	ENSDARG00000076689	ENSORLG00000016780	ENSPMAG00000009686	0	0	0	0
ENSMUSG00000001249	0	ENSMODG00000013734	0	ENSXETG00000016870	0	ENSORLG00000006062	0	0	0	0	0
ENSMUSG00000001260	ENSDNOG00000003474	ENSMODG00000020596	ENSGALG00000020143	0	ENSDARG00000101995	ENSORLG00000018089	0	0	0	0	0
ENSMUSG00000001270	0	0	0	ENSXETG00000023038	0	0	0	0	0	0	0
ENSMUSG00000001280	ENSDNOG00000017346	0	ENSGALG00000035487	ENSXETG00000012660	0	ENSORLG00000005195	0	ENSEBUG00000006531	0	0	0
ENSMUSG00000001281	ENSDNOG00000012912	0	ENSGALG00000050875	ENSXETG00000012671	ENSDARG00000044318	0	0	0	0	0	0
ENSMUSG00000001285	ENSDNOG00000035598	0	ENSGALG00000037688	ENSXETG00000012666	ENSDARG00000069977	ENSORLG00000005118	0	ENSEBUG00000010099	ENSCING00000006869	FBgn0037652	WBGene00007787
ENSMUSG00000001288	0	0	ENSGALG00000033404	ENSXETG00000012670	0	0	ENSPMAG00000000088	0	ENSCING00000006945	0	0
ENSMUSG00000001289	ENSDNOG00000034200	0	ENSGALG00000041924	ENSXETG00000012667	ENSDARG00000035043	ENSORLG00000001781	0	ENSEBUG00000007522	ENSCING00000018829	FBgn0038976	WBGene00020112
ENSMUSG00000001300	ENSDNOG00000041560	ENSMODG00000005556	ENSGALG00000029175	ENSXETG00000017801	ENSDARG00000020164	0	0	0	0	0	0
ENSMUSG00000001305	ENSDNOG00000019024	ENSMODG00000004288	ENSGALG00000009615	ENSXETG00000032988	ENSDARG00000013478	ENSORLG00000003526	ENSPMAG00000001189	ENSEBUG00000011777	ENSCING00000018368	FBgn0038275	0
ENSMUSG00000001313	ENSDNOG00000032908	ENSMODG00000015141	ENSGALG00000002804	0	ENSDARG00000070735	0	ENSPMAG00000008442	ENSEBUG00000012422	0	0	0
ENSMUSG00000001323	0	ENSMODG00000010639	ENSGALG00000003155	ENSXETG00000023796	0	0	0	0	0	0	WBGene00011353
ENSMUSG00000001333	ENSDNOG00000048264	ENSMODG00000017411	ENSGALG00000003529	0	ENSDARG00000035944	ENSORLG00000013935	0	0	0	0	0
ENSMUSG00000001334	ENSDNOG00000000540	ENSMODG00000017392	ENSGALG00000003567	0	0	0	0	0	0	0	0
ENSMUSG00000001348	ENSDNOG00000011836	ENSMODG00000006705	ENSGALG00000032854	ENSXETG00000016725	ENSDARG00000019763	ENSORLG00000014660	ENSPMAG00000000727	ENSEBUG00000016296	ENSCING00000008891	0	WBGene00008531
ENSMUSG00000001349	ENSDNOG00000034343	ENSMODG00000006688	ENSGALG00000041266	ENSXETG00000016732	0	ENSORLG00000016543	0	0	0	0	0
ENSMUSG00000001366	ENSDNOG00000001116	ENSMODG00000018806	ENSGALG00000016320	ENSXETG00000015980	ENSDARG00000011055	ENSORLG00000009741	ENSPMAG00000001028	ENSEBUG00000009391	ENSCING00000008398	FBgn0038056	0
ENSMUSG00000001376	ENSDNOG00000006203	0	ENSGALG00000009500	ENSXETG00000013885	0	ENSORLG00000004143	ENSPMAG00000003491	ENSEBUG00000009850	0	FBgn0034271	WBGene00008078
ENSMUSG00000001380	ENSDNOG00000015147	ENSMODG00000011335	0	0	0	0	0	0	0	0	0
ENSMUSG00000001383	ENSDNOG00000015171	0	ENSGALG00000041746	ENSXETG00000016118	ENSDARG00000004956	ENSORLG00000024293	0	ENSEBUG00000015463	ENSCING00000016227	FBgn0035520	0
ENSMUSG00000001403	ENSDNOG00000036387	0	ENSGALG00000026380	ENSXETG00000014881	ENSDARG00000114670	ENSORLG00000009330	ENSPMAG00000007939	ENSEBUG00000001540	ENSCING00000008981	FBgn0264848	0
ENSMUSG00000001415	ENSDNOG00000000051	ENSMODG00000016901	0	ENSXETG00000033791	ENSDARG00000041481	ENSORLG00000016239	ENSPMAG00000000410	ENSEBUG00000003739	ENSCING00000008706	FBgn0019890	0
ENSMUSG00000001416	ENSDNOG00000000057	ENSMODG00000016883	0	ENSXETG00000007748	ENSDARG00000016173	ENSORLG00000001600	ENSPMAG00000001837	ENSEBUG00000003432	0	FBgn0015019	WBGene00018782
ENSMUSG00000001418	ENSDNOG00000000055	ENSMODG00000016888	ENSGALG00000049774	ENSXETG00000034121	ENSDARG00000059354	ENSORLG00000001614	ENSPMAG00000007071	ENSEBUG00000000538	0	0	0
ENSMUSG00000001419	ENSDNOG00000049211	ENSMODG00000016861	ENSGALG00000037787	ENSXETG00000020378	ENSDARG00000040237	0	ENSPMAG00000004007	0	0	0	0
ENSMUSG00000001420	ENSDNOG00000000054	ENSMODG00000016892	ENSGALG00000039643	0	0	0	ENSPMAG00000003789	ENSEBUG00000009711	0	0	0
ENSMUSG00000001424	ENSDNOG00000006795	ENSMODG00000015182	ENSGALG00000052684	ENSXETG00000023043	ENSDARG00000006766	ENSORLG00000015201	ENSPMAG00000007915	ENSEBUG00000012889	ENSCING00000000524	FBgn0035121	WBGene00006626
ENSMUSG00000001435	ENSDNOG00000043573	ENSMODG00000029496	ENSGALG00000034119	ENSXETG00000011481	0	ENSORLG00000014422	ENSPMAG00000008210	ENSEBUG00000010540	0	0	0
ENSMUSG00000001436	ENSDNOG00000045116	ENSMODG00000018853	ENSGALG00000030511	ENSXETG00000011482	ENSDARG00000033993	ENSORLG00000006475	ENSPMAG00000007708	ENSEBUG00000006373	0	0	0
ENSMUSG00000001440	ENSDNOG00000014546	ENSMODG00000012505	ENSGALG00000036962	ENSXETG00000014717	ENSDARG00000104889	ENSORLG00000019936	ENSPMAG00000007117	ENSEBUG00000013869	ENSCING00000004639	FBgn0262743	WBGene00002075
ENSMUSG00000001441	ENSDNOG00000031577	ENSMODG00000012557	ENSGALG00000031332	ENSXETG00000014725	ENSDARG00000044943	ENSORLG00000000111	ENSPMAG00000001757	0	ENSCING00000006862	FBgn0261243	WBGene00003914
ENSMUSG00000001444	ENSDNOG00000045438	0	ENSGALG00000050240	0	0	0	0	0	0	0	0
ENSMUSG00000001445	ENSDNOG00000024176	ENSMODG00000012477	ENSGALG00000014387	ENSXETG00000014749	ENSDARG00000045091	ENSORLG00000025561	ENSPMAG00000008771	ENSEBUG00000012756	ENSCING00000009010	0	0
ENSMUSG00000001467	ENSDNOG00000008285	ENSMODG00000010610	ENSGALG00000009365	ENSXETG00000003432	ENSDARG00000042641	ENSORLG00000020002	ENSPMAG00000007601	ENSEBUG00000006843	0	0	0
ENSMUSG00000001472	ENSDNOG00000032323	ENSMODG00000003402	ENSGALG00000000129	ENSXETG00000023414	ENSDARG00000040861	ENSORLG00000009390	0	ENSEBUG00000005118	ENSCING00000004708	FBgn0027549	WBGene00010620
ENSMUSG00000001473	ENSDNOG00000001779	ENSMODG00000003363	ENSGALG00000031275	0	ENSDARG00000104801	0	0	0	0	0	0
ENSMUSG00000001482	ENSDNOG00000044750	ENSMODG00000003349	ENSGALG00000025712	ENSXETG00000023412	ENSDARG00000068208	ENSORLG00000009448	0	ENSEBUG00000016291	ENSCING00000000191	FBgn0046296	WBGene00013235
ENSMUSG00000001493	ENSDNOG00000031671	ENSMODG00000015190	ENSGALG00000001191	0	ENSDARG00000007891	ENSORLG00000011858	0	0	0	0	0
ENSMUSG00000001494	ENSDNOG00000034504	ENSMODG00000015197	ENSGALG00000009929	0	ENSDARG00000061259	ENSORLG00000028572	0	0	0	0	0
ENSMUSG00000001496	ENSDNOG00000041411	ENSMODG00000012691	ENSGALG00000037632	ENSXETG00000002909	ENSDARG00000019835	ENSORLG00000029254	ENSPMAG00000000997	0	0	0	0
ENSMUSG00000001497	ENSDNOG00000000352	ENSMODG00000012681	ENSGALG00000010114	ENSXETG00000002907	ENSDARG00000053829	ENSORLG00000022000	ENSPMAG00000010414	ENSEBUG00000005501	0	0	0
ENSMUSG00000001504	ENSDNOG00000002196	ENSMODG00000001446	ENSGALG00000013193	ENSXETG00000012653	ENSDARG00000001785	ENSORLG00000005150	ENSPMAG00000002391	ENSEBUG00000012441	0	0	0
ENSMUSG00000001506	ENSDNOG00000018271	ENSMODG00000011945	ENSGALG00000041555	ENSXETG00000003374	0	0	ENSPMAG00000008531	0	0	0	0
ENSMUSG00000001507	ENSDNOG00000019283	0	ENSGALG00000032702	ENSXETG00000021920	0	ENSORLG00000004209	0	0	0	0	0
ENSMUSG00000001508	ENSDNOG00000049007	ENSMODG00000011969	ENSGALG00000029917	ENSXETG00000003373	ENSDARG00000074156	ENSORLG00000011230	0	ENSEBUG00000005031	0	0	0
ENSMUSG00000001510	ENSDNOG00000019410	ENSMODG00000012098	ENSGALG00000040529	ENSXETG00000021919	ENSDARG00000014626	0	0	0	0	0	0
ENSMUSG00000001517	0	ENSMODG00000018349	ENSGALG00000013420	ENSXETG00000001315	ENSDARG00000003200	ENSORLG00000016140	0	0	ENSCING00000008790	0	0
ENSMUSG00000001518	ENSDNOG00000041850	ENSMODG00000018352	ENSGALG00000014335	ENSXETG00000001647	ENSDARG00000002174	ENSORLG00000016526	ENSPMAG00000006524	0	ENSCING00000006702	0	0
ENSMUSG00000001520	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001521	ENSDNOG00000006730	ENSMODG00000018342	ENSGALG00000013424	0	ENSDARG00000063672	ENSORLG00000016129	0	ENSEBUG00000010815	0	0	0
ENSMUSG00000001524	ENSDNOG00000038660	ENSMODG00000015851	0	0	ENSDARG00000036071	ENSORLG00000010704	0	ENSEBUG00000005818	0	FBgn0261109	WBGene00013529
ENSMUSG00000001525	ENSDNOG00000046657	ENSMODG00000023805	ENSGALG00000041471	ENSXETG00000024084	ENSDARG00000037997	0	0	0	0	0	0
ENSMUSG00000001542	0	ENSMODG00000020086	ENSGALG00000014678	ENSXETG00000013296	ENSDARG00000006251	ENSORLG00000008642	ENSPMAG00000000774	0	0	0	0
ENSMUSG00000001552	ENSDNOG00000004800	ENSMODG00000014681	ENSGALG00000017414	ENSXETG00000006970	0	ENSORLG00000012542	0	0	0	0	0
ENSMUSG00000001555	ENSDNOG00000039668	ENSMODG00000014716	ENSGALG00000025764	ENSXETG00000002288	0	0	ENSPMAG00000003753	0	0	0	0
ENSMUSG00000001558	ENSDNOG00000004822	ENSMODG00000014695	ENSGALG00000003624	ENSXETG00000003818	0	0	ENSPMAG00000007181	0	0	FBgn0040038	0
ENSMUSG00000001566	ENSDNOG00000040760	ENSMODG00000005191	ENSGALG00000041154	ENSXETG00000021615	ENSDARG00000035984	ENSORLG00000010549	0	0	0	0	0
ENSMUSG00000001569	0	ENSMODG00000005177	ENSGALG00000006437	ENSXETG00000021611	ENSDARG00000060027	ENSORLG00000010541	ENSPMAG00000002136	ENSEBUG00000010077	ENSCING00000005248	FBgn0035336	WBGene00013129
ENSMUSG00000001576	ENSDNOG00000025894	ENSMODG00000006214	ENSGALG00000002863	ENSXETG00000018301	ENSDARG00000100047	ENSORLG00000006569	0	ENSEBUG00000014298	ENSCING00000004043	0	WBGene00022416
ENSMUSG00000001583	ENSDNOG00000032132	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001588	ENSDNOG00000034521	ENSMODG00000006852	ENSGALG00000040351	ENSXETG00000017847	ENSDARG00000056346	ENSORLG00000006715	0	0	0	0	0
ENSMUSG00000001604	ENSDNOG00000030804	ENSMODG00000016146	ENSGALG00000050173	0	ENSDARG00000004724	ENSORLG00000004368	ENSPMAG00000003574	0	0	0	0
ENSMUSG00000001622	0	ENSMODG00000012353	0	0	0	0	0	0	0	0	0
ENSMUSG00000001627	ENSDNOG00000019984	ENSMODG00000015916	ENSGALG00000009448	ENSXETG00000009255	ENSDARG00000068708	ENSORLG00000028032	0	0	0	0	0
ENSMUSG00000001630	ENSDNOG00000039827	ENSMODG00000016636	ENSGALG00000014094	ENSXETG00000020514	ENSDARG00000045482	ENSORLG00000009571	0	0	0	0	0
ENSMUSG00000001632	ENSDNOG00000002741	ENSMODG00000005085	ENSGALG00000033529	ENSXETG00000023658	ENSDARG00000103665	ENSORLG00000011135	0	ENSEBUG00000007695	0	0	0
ENSMUSG00000001642	ENSDNOG00000011358	ENSMODG00000014148	ENSGALG00000054210	ENSXETG00000011530	0	0	0	0	0	0	0
ENSMUSG00000001655	ENSDNOG00000048301	0	ENSGALG00000036082	ENSXETG00000025184	0	ENSORLG00000007896	0	0	0	0	0
ENSMUSG00000001656	ENSDNOG00000017503	0	ENSGALG00000050755	ENSXETG00000023471	ENSDARG00000070351	ENSORLG00000007909	ENSPMAG00000009919	ENSEBUG00000007273	0	0	0
ENSMUSG00000001657	ENSDNOG00000034735	0	ENSGALG00000037262	ENSXETG00000023476	ENSDARG00000070346	ENSORLG00000024149	0	0	0	0	0
ENSMUSG00000001661	0	ENSMODG00000021342	ENSGALG00000039051	ENSXETG00000023479	0	ENSORLG00000025750	0	0	0	0	0
ENSMUSG00000001663	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001665	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001666	ENSDNOG00000003337	ENSMODG00000014934	ENSGALG00000006350	0	0	0	0	0	0	0	0
ENSMUSG00000001670	ENSDNOG00000015733	ENSMODG00000002265	ENSGALG00000000893	ENSXETG00000023416	ENSDARG00000069630	ENSORLG00000015360	ENSPMAG00000004945	ENSEBUG00000010600	ENSCING00000000311	FBgn0030558	WBGene00009628
ENSMUSG00000001672	ENSDNOG00000011442	ENSMODG00000002281	ENSGALG00000012886	ENSXETG00000031429	ENSDARG00000037528	0	ENSPMAG00000009534	0	0	0	0
ENSMUSG00000001674	0	ENSMODG00000000533	ENSGALG00000012147	ENSXETG00000020819	ENSDARG00000030789	ENSORLG00000008090	ENSPMAG00000009147	ENSEBUG00000006265	ENSCING00000022650	FBgn0266581	WBGene00015232
ENSMUSG00000001687	ENSDNOG00000041882	ENSMODG00000009207	ENSGALG00000017084	ENSXETG00000026000	ENSDARG00000099532	ENSORLG00000023140	ENSPMAG00000006830	ENSEBUG00000016517	ENSCING00000005026	0	WBGene00008121
ENSMUSG00000001700	ENSDNOG00000000247	ENSMODG00000001027	ENSGALG00000008237	ENSXETG00000005193	0	0	ENSPMAG00000003360	0	0	0	0
ENSMUSG00000001707	ENSDNOG00000032038	ENSMODG00000010030	ENSGALG00000012782	ENSXETG00000020459	ENSDARG00000071774	ENSORLG00000029353	0	ENSEBUG00000014034	0	0	0
ENSMUSG00000001729	0	ENSMODG00000013693	ENSGALG00000011620	ENSXETG00000008603	ENSDARG00000111014	ENSORLG00000017024	0	0	ENSCING00000008043	0	0
ENSMUSG00000001739	ENSDNOG00000015182	ENSMODG00000005030	ENSGALG00000038964	ENSXETG00000021054	ENSDARG00000100844	ENSORLG00000020447	0	0	ENSCING00000004592	0	0
ENSMUSG00000001741	ENSDNOG00000034180	ENSMODG00000019395	ENSGALG00000006388	ENSXETG00000031478	ENSDARG00000102908	0	ENSPMAG00000003560	ENSEBUG00000007336	0	0	0
ENSMUSG00000001750	ENSDNOG00000002682	ENSMODG00000021330	ENSGALG00000036069	ENSXETG00000015766	0	ENSORLG00000004626	0	0	0	0	0
ENSMUSG00000001751	ENSDNOG00000039803	0	ENSGALG00000032610	ENSXETG00000031856	ENSDARG00000030156	ENSORLG00000025072	0	ENSEBUG00000010013	0	FBgn0014417	WBGene00010722
ENSMUSG00000001755	ENSDNOG00000005780	0	ENSGALG00000028866	ENSXETG00000012037	ENSDARG00000042747	ENSORLG00000008430	ENSPMAG00000008532	ENSEBUG00000003896	ENSCING00000001847	FBgn0035632	WBGene00022031
ENSMUSG00000001761	ENSDNOG00000030731	ENSMODG00000014680	ENSGALG00000036114	ENSXETG00000014939	ENSDARG00000002952	ENSORLG00000014357	ENSPMAG00000003194	ENSEBUG00000006953	ENSCING00000001387	FBgn0003444	0
ENSMUSG00000001763	0	ENSMODG00000014684	0	ENSXETG00000014947	ENSDARG00000004497	ENSORLG00000023796	0	ENSEBUG00000011793	0	0	0
ENSMUSG00000001767	ENSDNOG00000016226	0	ENSGALG00000008429	ENSXETG00000009698	ENSDARG00000007901	ENSORLG00000017240	ENSPMAG00000002250	ENSEBUG00000013461	ENSCING00000002709	FBgn0000377	WBGene00019762
ENSMUSG00000001768	ENSDNOG00000016218	ENSMODG00000005916	ENSGALG00000008457	ENSXETG00000009700	0	0	ENSPMAG00000002247	ENSEBUG00000001118	0	0	0
ENSMUSG00000001773	ENSDNOG00000038875	ENSMODG00000002667	ENSGALG00000017234	ENSXETG00000033542	0	0	0	0	0	0	0
ENSMUSG00000001774	ENSDNOG00000012029	ENSMODG00000003221	ENSGALG00000035461	ENSXETG00000011727	0	ENSORLG00000028524	ENSPMAG00000008715	0	0	0	0
ENSMUSG00000001783	ENSDNOG00000012425	ENSMODG00000001414	ENSGALG00000012611	ENSXETG00000011523	ENSDARG00000101047	ENSORLG00000020093	ENSPMAG00000005657	ENSEBUG00000014235	ENSCING00000003830	FBgn0032781	WBGene00008877
ENSMUSG00000001785	ENSDNOG00000019710	ENSMODG00000001471	ENSGALG00000012631	ENSXETG00000016975	ENSDARG00000015921	ENSORLG00000013489	0	ENSEBUG00000009426	ENSCING00000003222	FBgn0263510	0
ENSMUSG00000001786	ENSDNOG00000025780	ENSMODG00000001336	ENSGALG00000012569	ENSXETG00000011520	ENSDARG00000099833	ENSORLG00000020080	ENSPMAG00000003649	ENSEBUG00000011236	ENSCING00000008072	0	0
ENSMUSG00000001794	ENSDNOG00000044467	ENSMODG00000014179	0	0	0	0	0	ENSEBUG00000010611	0	0	0
ENSMUSG00000001802	ENSDNOG00000034495	ENSMODG00000012209	ENSGALG00000004853	ENSXETG00000033897	ENSDARG00000008485	ENSORLG00000024027	0	0	0	0	0
ENSMUSG00000001804	ENSDNOG00000009671	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815	ENSDNOG00000019797	ENSMODG00000009546	ENSGALG00000020768	ENSXETG00000007572	ENSDARG00000059255	ENSORLG00000017534	ENSPMAG00000006377	ENSEBUG00000009068	0	0	0
ENSMUSG00000001819	ENSDNOG00000019799	ENSMODG00000009550	ENSGALG00000032039	ENSXETG00000007575	0	0	0	0	0	0	0
ENSMUSG00000001823	ENSDNOG00000047700	ENSMODG00000009555	ENSGALG00000009274	0	ENSDARG00000059263	ENSORLG00000017536	0	0	0	0	0
ENSMUSG00000001827	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001829	ENSDNOG00000000153	ENSMODG00000007937	0	ENSXETG00000010507	ENSDARG00000088463	ENSORLG00000011250	ENSPMAG00000002590	ENSEBUG00000005553	0	0	0
ENSMUSG00000001833	ENSDNOG00000040196	ENSMODG00000021167	ENSGALG00000032830	ENSXETG00000013112	0	0	0	ENSEBUG00000006208	ENSCING00000021379	FBgn0013726	WBGene00006793
ENSMUSG00000001844	ENSDNOG00000009165	ENSMODG00000016278	ENSGALG00000005905	ENSXETG00000016089	ENSDARG00000045159	ENSORLG00000003085	ENSPMAG00000005786	0	0	0	0
